,t00,t01,t02,t03,t04,t05,t06,t07,t08,t09,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24,t25,t26,t27,t28,t29,t30,t31,t32,t33,t34,t35,t36,t37,t38,t39,t40,t41,t42,t43,t44,t45,t46,t47,t48,t49,t50,t51,t52,t53,t54,t55,t56,t57,t58,t59,t60,t61,t62,t63,t64,t65,t66,t67,t68,t69,t70,t71,t72,t73,t74,t75,t76,t77,t78,t79,t80,t81,t82,t83,t84,t85,t86,t87,t88,t89,t90,t91,t92,t93,t94,t95,t96,t97,t98,t99,t100,t101,t102,t103,t104,t105,t106,t107,t108,t109,t110,t111,t112,t113,t114,t115,t116,t117,t118,t119,t120,t121,t122,t123,t124,t125,t126,t127,t128,t129,t130,t131,t132,t133,t134,t135,t136,t137,t138,t139,t140,t141,t142,t143,t144,t145,t146,t147,t148,t149,anom_count,incident_id,num,class,mse
19754,4068,4406,4408,4410,4412,4408,4412,2708,4406,4410,4066,4068,4066,4068,3636,3658,4024,3506,2744,4056,4032,2708,4026,2740,4026,4030,4018,4126,2708,2742,4026,2894,4148,4120,4120,2682,2956,2956,2956,4026,2742,4016,2708,4026,4020,4020,3632,2956,2686,2708,2744,4026,2852,2854,4124,2852,2854,2858,2658,2688,4120,3254,3254,3254,3008,2858,2658,2688,3256,3256,3254,4148,3254,3254,2970,2982,2970,2982,2708,2970,4082,4092,4090,4084,4090,4094,4092,4082,4090,4094,3234,2974,4100,4100,4124,2956,2956,2956,4068,3636,3658,4124,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4066,3636,3658,2956,2956,2956,2956,2956,2956,2956,2956,2956,4068,3636,3658,2956,2956,2956,2956,2956,2956,2956,0,4456485,19,normal,22.38637352877075
19746,2956,2956,2956,2956,2956,2956,2956,2956,4068,3636,3658,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4068,3636,3658,4120,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4004,4032,4004,4032,4028,2852,4026,4110,4026,4028,2852,4110,2854,2854,2956,2742,4026,4148,2708,4016,2956,4030,2956,4026,4020,4020,4026,4140,4140,4152,2956,4152,4168,4168,4156,4156,2956,2956,2956,4070,4070,4068,4406,4408,4410,4412,4408,4412,2708,4406,4410,4066,4068,4066,4068,3636,3658,4024,3506,2744,4056,4032,2708,4026,2740,4026,4030,4018,4126,2708,2742,4026,2894,4148,4120,4120,2682,2956,2956,2956,4026,2742,4016,2708,4026,4020,4020,3632,2956,2686,2708,2744,4026,2852,2854,4124,2852,2854,2858,2658,2688,4120,3254,3254,3254,3008,2858,2658,2688,3256,3256,0,4456485,11,normal,21.01308827780189
19834,2956,2956,2956,4068,3636,3658,2956,2956,2956,4066,3636,3658,2956,2956,2956,2956,2956,2956,2956,2956,4066,3636,3658,2956,2956,2956,4066,3636,3658,2956,2956,2956,2956,2956,2956,4066,3636,3658,2956,2956,2956,2956,2956,2956,4066,3636,3658,2956,2956,2956,4066,3636,3658,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4066,3636,3658,4124,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4068,3636,3658,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4066,3636,3658,4124,2956,2956,2956,2686,2708,3002,3002,4396,1018,2742,4148,4026,3002,4396,1018,4394,1214,3002,4396,1018,4394,1214,4120,4412,2708,0,4456561,20,normal,16.36122820158268
19833,2956,2956,4068,3636,3658,2956,2956,2956,2956,2956,2956,2956,2956,4068,3636,3658,2956,2956,2956,4066,3636,3658,2956,2956,2956,2956,2956,2956,2956,2956,4066,3636,3658,2956,2956,2956,4066,3636,3658,2956,2956,2956,2956,2956,2956,4066,3636,3658,2956,2956,2956,2956,2956,2956,4066,3636,3658,2956,2956,2956,4066,3636,3658,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4066,3636,3658,4124,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4068,3636,3658,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4066,3636,3658,4124,2956,2956,2956,2686,2708,3002,3002,4396,1018,2742,4148,4026,3002,4396,1018,0,4456561,19,normal,10.0136815892744
19825,4066,3636,4124,2956,2956,2956,2956,2708,4026,4016,4026,4020,4066,3658,4066,3658,4068,3658,4068,3658,2602,2602,4066,2602,2602,4068,4068,4068,4068,4066,4066,4068,4068,4068,4068,4050,4032,4026,2708,2744,4026,4148,2740,4030,4018,4068,3636,3658,4124,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4066,3636,3658,2956,2956,2956,4066,3636,3658,2956,2956,2956,2956,2956,3224,4396,4066,3636,3658,2956,2956,2956,4068,3636,3658,2956,2956,2956,2956,2956,2956,2956,2956,4068,3636,3658,2956,2956,2956,4066,3636,3658,2956,2956,2956,2956,2956,2956,2956,2956,4066,3636,3658,2956,2956,2956,4066,3636,3658,2956,2956,2956,2956,2956,2956,4066,3636,3658,2956,2956,2956,2956,2956,2956,4066,3636,3658,2956,2956,2956,4066,3636,3658,2956,2956,2956,2956,2956,2956,2956,0,4456561,11,normal,8.108367559219937
19893,2956,2956,2956,4068,4068,3636,3658,2956,2956,2956,2956,4068,4068,3636,3658,2956,2956,2956,2956,2956,2956,4068,4068,3636,3658,4120,2956,2956,2956,2956,2956,2956,2956,2956,4068,4068,3636,3658,4120,2956,2956,2956,4068,4068,3636,3658,2956,2956,2956,2956,2956,2956,2956,2956,4066,4066,2708,2744,4148,4026,4026,4016,2708,4020,4026,4026,4020,3742,3636,3658,4124,2682,2956,2956,2956,2956,2956,2956,2956,4066,4066,3636,3658,2956,2956,2956,4066,4066,3636,3658,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4066,4066,3636,3658,2956,2956,2956,2956,2956,2956,4066,4066,3636,3658,2682,3620,2956,2956,2956,2956,2956,4066,4066,3636,3658,2956,2956,2956,4066,4066,3636,3658,2956,2956,2956,2956,2956,4066,4066,3636,3658,2956,2956,2956,2956,4066,4066,3636,3658,2956,0,4456565,39,normal,7.634259549563784
19891,4068,3636,3658,4120,2956,2956,2956,4068,4068,3636,3658,2956,2956,2956,2956,2956,4068,4068,3636,3658,2956,2956,2956,4068,4068,3636,3658,2956,2956,2956,2956,4068,4068,3636,3658,2956,2956,2956,2956,2956,2956,4068,4068,3636,3658,4120,2956,2956,2956,2956,2956,2956,2956,2956,4068,4068,3636,3658,4120,2956,2956,2956,4068,4068,3636,3658,2956,2956,2956,2956,2956,2956,2956,2956,4066,4066,2708,2744,4148,4026,4026,4016,2708,4020,4026,4026,4020,3742,3636,3658,4124,2682,2956,2956,2956,2956,2956,2956,2956,4066,4066,3636,3658,2956,2956,2956,4066,4066,3636,3658,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4066,4066,3636,3658,2956,2956,2956,2956,2956,2956,4066,4066,3636,3658,2682,3620,2956,2956,2956,2956,2956,4066,4066,3636,3658,2956,2956,2956,4066,4066,0,4456565,37,normal,7.627826515379383
19892,3658,2956,2956,2956,2956,2956,4068,4068,3636,3658,2956,2956,2956,4068,4068,3636,3658,2956,2956,2956,2956,4068,4068,3636,3658,2956,2956,2956,2956,2956,2956,4068,4068,3636,3658,4120,2956,2956,2956,2956,2956,2956,2956,2956,4068,4068,3636,3658,4120,2956,2956,2956,4068,4068,3636,3658,2956,2956,2956,2956,2956,2956,2956,2956,4066,4066,2708,2744,4148,4026,4026,4016,2708,4020,4026,4026,4020,3742,3636,3658,4124,2682,2956,2956,2956,2956,2956,2956,2956,4066,4066,3636,3658,2956,2956,2956,4066,4066,3636,3658,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4066,4066,3636,3658,2956,2956,2956,2956,2956,2956,4066,4066,3636,3658,2682,3620,2956,2956,2956,2956,2956,4066,4066,3636,3658,2956,2956,2956,4066,4066,3636,3658,2956,2956,2956,2956,2956,4066,4066,3636,0,4456565,38,normal,7.607662973837901
19895,2956,4068,4068,3636,3658,4120,2956,2956,2956,2956,2956,2956,2956,2956,4068,4068,3636,3658,4120,2956,2956,2956,4068,4068,3636,3658,2956,2956,2956,2956,2956,2956,2956,2956,4066,4066,2708,2744,4148,4026,4026,4016,2708,4020,4026,4026,4020,3742,3636,3658,4124,2682,2956,2956,2956,2956,2956,2956,2956,4066,4066,3636,3658,2956,2956,2956,4066,4066,3636,3658,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4066,4066,3636,3658,2956,2956,2956,2956,2956,2956,4066,4066,3636,3658,2682,3620,2956,2956,2956,2956,2956,4066,4066,3636,3658,2956,2956,2956,4066,4066,3636,3658,2956,2956,2956,2956,2956,4066,4066,3636,3658,2956,2956,2956,2956,4066,4066,3636,3658,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4068,4068,3636,3658,4124,2956,2956,2956,2956,0,4456565,41,normal,7.494327577094497
19894,2956,4068,4068,3636,3658,2956,2956,2956,2956,2956,2956,4068,4068,3636,3658,4120,2956,2956,2956,2956,2956,2956,2956,2956,4068,4068,3636,3658,4120,2956,2956,2956,4068,4068,3636,3658,2956,2956,2956,2956,2956,2956,2956,2956,4066,4066,2708,2744,4148,4026,4026,4016,2708,4020,4026,4026,4020,3742,3636,3658,4124,2682,2956,2956,2956,2956,2956,2956,2956,4066,4066,3636,3658,2956,2956,2956,4066,4066,3636,3658,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4066,4066,3636,3658,2956,2956,2956,2956,2956,2956,4066,4066,3636,3658,2682,3620,2956,2956,2956,2956,2956,4066,4066,3636,3658,2956,2956,2956,4066,4066,3636,3658,2956,2956,2956,2956,2956,4066,4066,3636,3658,2956,2956,2956,2956,4066,4066,3636,3658,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,0,4456565,40,normal,7.48434485856513
19898,2956,2956,2956,2956,4066,4066,2708,2744,4148,4026,4026,4016,2708,4020,4026,4026,4020,3742,3636,3658,4124,2682,2956,2956,2956,2956,2956,2956,2956,4066,4066,3636,3658,2956,2956,2956,4066,4066,3636,3658,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4066,4066,3636,3658,2956,2956,2956,2956,2956,2956,4066,4066,3636,3658,2682,3620,2956,2956,2956,2956,2956,4066,4066,3636,3658,2956,2956,2956,4066,4066,3636,3658,2956,2956,2956,2956,2956,4066,4066,3636,3658,2956,2956,2956,2956,4066,4066,3636,3658,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4068,4068,3636,3658,4124,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4066,4066,3636,3658,2956,2956,2956,2956,2956,2956,4066,4066,3636,3658,2956,2956,2956,2956,2956,2956,4066,4066,0,4456565,44,normal,7.428582130570262
19890,2956,2956,2956,2956,2956,2956,2956,2956,2956,4068,4068,3636,3658,4120,2956,2956,2956,4068,4068,3636,3658,2956,2956,2956,2956,2956,4068,4068,3636,3658,2956,2956,2956,4068,4068,3636,3658,2956,2956,2956,2956,4068,4068,3636,3658,2956,2956,2956,2956,2956,2956,4068,4068,3636,3658,4120,2956,2956,2956,2956,2956,2956,2956,2956,4068,4068,3636,3658,4120,2956,2956,2956,4068,4068,3636,3658,2956,2956,2956,2956,2956,2956,2956,2956,4066,4066,2708,2744,4148,4026,4026,4016,2708,4020,4026,4026,4020,3742,3636,3658,4124,2682,2956,2956,2956,2956,2956,2956,2956,4066,4066,3636,3658,2956,2956,2956,4066,4066,3636,3658,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4066,4066,3636,3658,2956,2956,2956,2956,2956,2956,4066,4066,3636,3658,2682,3620,2956,2956,2956,2956,0,4456565,36,normal,7.393678523602277
19918,4120,4068,4022,3506,2742,4032,4050,2708,4026,4030,4018,2956,2956,3636,3658,4122,4396,1962,2708,2686,2708,2744,4148,2744,2684,2852,2854,4124,2858,2658,2688,3254,4180,4124,2956,4066,2708,2744,4148,4168,2540,4140,3986,4124,2956,2956,4066,3636,3658,2684,4124,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4066,3636,3658,2956,2956,2956,2956,2956,2956,4066,3636,3658,2956,2956,2956,2956,2956,2956,2956,2956,2956,4066,3636,3658,2956,2956,4066,3636,3658,2956,2956,2956,4066,3636,3658,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4066,3636,3658,4124,2956,2956,2956,2956,2956,2956,2956,2956,4066,3636,3658,2956,2956,2956,2956,4066,3636,3658,2956,2956,2956,4066,3636,3658,2956,2956,2956,2956,2956,4066,0,4456579,7,normal,10.739713608535054
19911,2956,2956,4068,3636,3658,4068,3658,2956,2956,2956,4068,3636,3658,4068,3658,2956,2956,4068,3636,3658,2956,2956,4068,2956,3658,2956,2956,2956,2956,2956,2956,2956,4068,3636,3658,2956,2956,2956,4068,3658,2956,2956,2956,4068,3636,3658,2956,2956,2956,4066,3658,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4068,3636,3658,4120,4068,4022,3506,2742,4032,4050,2708,4026,4030,4018,2956,2956,3636,3658,4122,4396,1962,2708,2686,2708,2744,4148,2744,2684,2852,2854,4124,2858,2658,2688,3254,4180,4124,2956,4066,2708,2744,4148,4168,2540,4140,3986,4124,2956,2956,4066,3636,3658,2684,4124,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4066,3636,3658,2956,2956,2956,2956,2956,2956,0,4456579,0,normal,10.711843740266533
19914,2956,2956,4068,3636,3658,2956,2956,2956,4068,3658,2956,2956,2956,4068,3636,3658,2956,2956,2956,4066,3658,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4068,3636,3658,4120,4068,4022,3506,2742,4032,4050,2708,4026,4030,4018,2956,2956,3636,3658,4122,4396,1962,2708,2686,2708,2744,4148,2744,2684,2852,2854,4124,2858,2658,2688,3254,4180,4124,2956,4066,2708,2744,4148,4168,2540,4140,3986,4124,2956,2956,4066,3636,3658,2684,4124,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4066,3636,3658,2956,2956,2956,2956,2956,2956,4066,3636,3658,2956,2956,2956,2956,2956,2956,2956,2956,2956,4066,3636,3658,2956,2956,4066,3636,3658,2956,2956,2956,4066,3636,3658,2956,2956,2956,2956,0,4456579,3,normal,10.666897125442544
19917,2956,2956,2956,2956,2956,2956,2956,4068,3636,3658,4120,4068,4022,3506,2742,4032,4050,2708,4026,4030,4018,2956,2956,3636,3658,4122,4396,1962,2708,2686,2708,2744,4148,2744,2684,2852,2854,4124,2858,2658,2688,3254,4180,4124,2956,4066,2708,2744,4148,4168,2540,4140,3986,4124,2956,2956,4066,3636,3658,2684,4124,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4066,3636,3658,2956,2956,2956,2956,2956,2956,4066,3636,3658,2956,2956,2956,2956,2956,2956,2956,2956,2956,4066,3636,3658,2956,2956,4066,3636,3658,2956,2956,2956,4066,3636,3658,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4066,3636,3658,4124,2956,2956,2956,2956,2956,2956,2956,2956,4066,3636,3658,2956,2956,2956,2956,4066,3636,3658,2956,2956,0,4456579,6,normal,10.661206042207072
19912,4068,3636,3658,4068,3658,2956,2956,4068,3636,3658,2956,2956,4068,2956,3658,2956,2956,2956,2956,2956,2956,2956,4068,3636,3658,2956,2956,2956,4068,3658,2956,2956,2956,4068,3636,3658,2956,2956,2956,4066,3658,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4068,3636,3658,4120,4068,4022,3506,2742,4032,4050,2708,4026,4030,4018,2956,2956,3636,3658,4122,4396,1962,2708,2686,2708,2744,4148,2744,2684,2852,2854,4124,2858,2658,2688,3254,4180,4124,2956,4066,2708,2744,4148,4168,2540,4140,3986,4124,2956,2956,4066,3636,3658,2684,4124,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4066,3636,3658,2956,2956,2956,2956,2956,2956,4066,3636,3658,2956,2956,2956,2956,2956,2956,2956,0,4456579,1,normal,10.647916229324926
19966,2742,4168,3632,4066,4068,4140,3986,4002,4028,4032,4026,2852,4110,2854,4026,4016,4396,4020,4140,4152,4168,4156,4066,4068,3256,3008,4082,4092,4094,2742,4026,2708,4020,2852,2854,3632,4066,4068,3254,3254,3254,4120,2858,2658,2688,3256,4120,2956,2956,2956,2956,2956,2956,2708,2742,4024,3506,2744,4056,4032,2708,4026,2740,4026,4030,4018,4126,2708,2742,4066,2708,3636,3658,4120,2682,2688,2956,2956,2956,2956,2956,2956,2956,4068,3636,3658,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4068,3636,3658,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4068,3636,3658,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4068,3636,3658,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,0,4456639,0,normal,16.83597312606924
19967,4026,2852,4110,2854,4026,4016,4396,4020,4140,4152,4168,4156,4066,4068,3256,3008,4082,4092,4094,2742,4026,2708,4020,2852,2854,3632,4066,4068,3254,3254,3254,4120,2858,2658,2688,3256,4120,2956,2956,2956,2956,2956,2956,2708,2742,4024,3506,2744,4056,4032,2708,4026,2740,4026,4030,4018,4126,2708,2742,4066,2708,3636,3658,4120,2682,2688,2956,2956,2956,2956,2956,2956,2956,4068,3636,3658,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4068,3636,3658,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4068,3636,3658,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4068,3636,3658,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,0,4456639,1,normal,14.253429218999525
19968,4168,4156,4066,4068,3256,3008,4082,4092,4094,2742,4026,2708,4020,2852,2854,3632,4066,4068,3254,3254,3254,4120,2858,2658,2688,3256,4120,2956,2956,2956,2956,2956,2956,2708,2742,4024,3506,2744,4056,4032,2708,4026,2740,4026,4030,4018,4126,2708,2742,4066,2708,3636,3658,4120,2682,2688,2956,2956,2956,2956,2956,2956,2956,4068,3636,3658,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4068,3636,3658,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4068,3636,3658,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4068,3636,3658,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4068,3636,3658,2956,2956,2956,2956,2956,2956,2956,0,4456639,2,normal,13.007207879971393
19969,4026,2708,4020,2852,2854,3632,4066,4068,3254,3254,3254,4120,2858,2658,2688,3256,4120,2956,2956,2956,2956,2956,2956,2708,2742,4024,3506,2744,4056,4032,2708,4026,2740,4026,4030,4018,4126,2708,2742,4066,2708,3636,3658,4120,2682,2688,2956,2956,2956,2956,2956,2956,2956,4068,3636,3658,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4068,3636,3658,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4068,3636,3658,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4068,3636,3658,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4068,3636,3658,2956,2956,2956,2956,2956,2956,2956,2956,2956,4068,3636,3658,2956,2956,2956,2956,2956,0,4456639,3,normal,10.98779269679039
19989,2956,2956,2956,2956,2956,2956,2956,4068,3636,3658,2956,2956,2956,2956,2956,4068,3636,3658,2956,4394,154,152,2956,2956,2956,2956,4066,2708,2744,4124,4124,2858,2658,2688,3620,3254,3254,3254,3636,3658,4124,2956,2956,2956,2956,2956,2956,2956,4066,3636,3658,2956,2956,2956,2956,4066,3636,3658,4078,2956,2956,2956,2956,2956,2956,2956,2956,2956,4068,3636,3658,4124,2956,2956,2956,2956,2956,2956,2956,2956,2956,4066,3636,3658,4078,2956,2956,2956,2956,2956,2956,2956,4066,3636,3658,4078,2956,2956,2956,2956,3980,2956,2956,2956,2956,2956,4066,3636,3658,4078,2956,2956,2956,2956,4066,3636,3658,4078,4394,154,152,2956,2956,2956,2956,2956,2956,2956,2956,4066,3636,3658,4078,2956,2956,2956,2956,2956,2956,2956,2956,2682,2956,4066,3636,3658,4078,2956,2956,2956,0,4456639,23,normal,10.102378851589844
20052,2956,2956,2956,2956,2956,4066,4068,3636,3658,2956,2956,2956,2956,2956,2956,4066,4068,3636,3658,2956,2956,2956,2956,2956,2956,4066,4068,3636,3658,4124,2956,2956,2956,2956,2956,2956,2956,2956,2956,4124,2956,2956,2956,2956,4066,4068,2708,4026,4016,2744,4026,4026,4020,2708,4026,4020,3636,3658,4148,4124,2682,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4068,4066,3658,3636,2956,2956,2956,2956,4068,4066,3658,3636,2956,2956,2956,2956,2956,2956,2956,2956,4068,4066,3658,3636,4124,3620,2682,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4068,4066,3636,3658,4124,2956,2956,2956,2956,2956,2956,2956,2956,4068,4066,3658,3636,4124,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4394,1106,1124,4394,0,4456665,40,normal,8.623420347922401
20053,2956,2956,2956,2956,2956,4066,4068,3636,3658,2956,2956,2956,2956,2956,2956,4066,4068,3636,3658,4124,2956,2956,2956,2956,2956,2956,2956,2956,2956,4124,2956,2956,2956,2956,4066,4068,2708,4026,4016,2744,4026,4026,4020,2708,4026,4020,3636,3658,4148,4124,2682,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4068,4066,3658,3636,2956,2956,2956,2956,4068,4066,3658,3636,2956,2956,2956,2956,2956,2956,2956,2956,4068,4066,3658,3636,4124,3620,2682,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4068,4066,3636,3658,4124,2956,2956,2956,2956,2956,2956,2956,2956,4068,4066,3658,3636,4124,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4394,1106,1124,4394,2956,2956,2956,4068,4066,3658,3636,4124,2956,2956,0,4456665,41,normal,8.618243036423387
20056,2956,2956,2956,2956,4066,4068,2708,4026,4016,2744,4026,4026,4020,2708,4026,4020,3636,3658,4148,4124,2682,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4068,4066,3658,3636,2956,2956,2956,2956,4068,4066,3658,3636,2956,2956,2956,2956,2956,2956,2956,2956,4068,4066,3658,3636,4124,3620,2682,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4068,4066,3636,3658,4124,2956,2956,2956,2956,2956,2956,2956,2956,4068,4066,3658,3636,4124,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4394,1106,1124,4394,2956,2956,2956,4068,4066,3658,3636,4124,2956,2956,2956,2956,2956,2956,2956,2956,2956,4068,4066,3658,3636,4124,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4066,4068,3658,3636,4124,2956,2956,2956,0,4456665,44,normal,8.614139360411516
20054,2956,2956,2956,2956,2956,4066,4068,3636,3658,4124,2956,2956,2956,2956,2956,2956,2956,2956,2956,4124,2956,2956,2956,2956,4066,4068,2708,4026,4016,2744,4026,4026,4020,2708,4026,4020,3636,3658,4148,4124,2682,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4068,4066,3658,3636,2956,2956,2956,2956,4068,4066,3658,3636,2956,2956,2956,2956,2956,2956,2956,2956,4068,4066,3658,3636,4124,3620,2682,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4068,4066,3636,3658,4124,2956,2956,2956,2956,2956,2956,2956,2956,4068,4066,3658,3636,4124,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4394,1106,1124,4394,2956,2956,2956,4068,4066,3658,3636,4124,2956,2956,2956,2956,2956,2956,2956,2956,2956,4068,4066,3658,0,4456665,42,normal,8.570573261995005
20055,2956,2956,2956,2956,2956,2956,2956,2956,2956,4124,2956,2956,2956,2956,4066,4068,2708,4026,4016,2744,4026,4026,4020,2708,4026,4020,3636,3658,4148,4124,2682,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4068,4066,3658,3636,2956,2956,2956,2956,4068,4066,3658,3636,2956,2956,2956,2956,2956,2956,2956,2956,4068,4066,3658,3636,4124,3620,2682,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4068,4066,3636,3658,4124,2956,2956,2956,2956,2956,2956,2956,2956,4068,4066,3658,3636,4124,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4394,1106,1124,4394,2956,2956,2956,4068,4066,3658,3636,4124,2956,2956,2956,2956,2956,2956,2956,2956,2956,4068,4066,3658,3636,4124,2956,2956,2956,2956,2956,2956,2956,2956,0,4456665,43,normal,8.44327645025242
20057,4026,4026,4020,2708,4026,4020,3636,3658,4148,4124,2682,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4068,4066,3658,3636,2956,2956,2956,2956,4068,4066,3658,3636,2956,2956,2956,2956,2956,2956,2956,2956,4068,4066,3658,3636,4124,3620,2682,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4068,4066,3636,3658,4124,2956,2956,2956,2956,2956,2956,2956,2956,4068,4066,3658,3636,4124,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4394,1106,1124,4394,2956,2956,2956,4068,4066,3658,3636,4124,2956,2956,2956,2956,2956,2956,2956,2956,2956,4068,4066,3658,3636,4124,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4066,4068,3658,3636,4124,2956,2956,2956,2956,2956,2956,2956,2956,2956,4068,4066,3658,3636,0,4456665,45,normal,7.921028539999063
